Protein FDR Confidence Combined,Master,Accession,Description,% Coverage,# Peptides,# PSMs,# Unique Peptides,MW in kDa,Gene Symbol,t=0 (Prime); WT YAP; Abundance 1221003,t=24 (NMP); WT YAP; Abundance 1221004,t=36; WT YAP; Abundance 1221005,t=48 (PSM); WT YAP; Abundance 1221006,t=0 (Prime); WT TAZ; Abundance 1221007,t=24 (NMP); WT TAZ; Abundance 1221008,t=36; WT TAZ; Abundance 1221009,t=48 (PSM); WT TAZ; Abundance 1221010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Medium,Master Protein,Q96MU7,YTH domain-containing protein 1 OS=Homo sapiens OX=9606 GN=YTHDC1 PE=1 SV=3,1,1,1,1,84.6,YTHDC1,738028.19,1725818.13,483008.69,505272.03,453426.25,970170.88,614697.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q15942,Zyxin OS=Homo sapiens OX=9606 GN=ZYX PE=1 SV=1,3,1,1,1,61.2,ZYX,202798.66,,,,,314164.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Medium,Master Protein,Q9P287,BRCA2 and CDKN1A-interacting protein OS=Homo sapiens OX=9606 GN=BCCIP PE=1 SV=1,3,1,1,1,36,BCCIP,,310141.00,55517.60,51110.68,,436330.50,138733.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,P20930,Filaggrin OS=Homo sapiens OX=9606 GN=FLG PE=1 SV=3,0,1,1,1,434.9,FLG,,400644.00,217434.23,366551.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Medium,Master Protein,Q16594,Transcription initiation factor TFIID subunit 9 OS=Homo sapiens OX=9606 GN=TAF9 PE=1 SV=1,3,1,1,1,29,TAF9,,261955.67,35362.34,51855.55,,173844.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Medium,Master Protein,O95822,"Malonyl-CoA decarboxylase, mitochondrial OS=Homo sapiens OX=9606 GN=MLYCD PE=1 SV=3",3,1,1,1,55,MLYCD,,,,,,,,327747.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,P41229,Lysine-specific demethylase 5C OS=Homo sapiens OX=9606 GN=KDM5C PE=1 SV=2,1,1,1,1,175.6,KDM5C,148424.38,,,,,203080.44,116375.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q03188,Centromere protein C OS=Homo sapiens OX=9606 GN=CENPC PE=1 SV=2,1,1,1,1,106.8,CENPC,138227.73,206494.94,,77553.98,69452.09,158182.33,215019.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q5VUJ6,Leucine-rich repeat and calponin homology domain-containing protein 2 OS=Homo sapiens OX=9606 GN=LRCH2 PE=1 SV=2,2,1,1,1,84.5,LRCH2,,,,,156406.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Medium,Master Protein,Q8WZ74,Cortactin-binding protein 2 OS=Homo sapiens OX=9606 GN=CTTNBP2 PE=1 SV=1,0,1,1,1,180.9,CTTNBP2,211578.64,2228375.25,484490.56,205466.39,82054.05,958717.31,224639.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Low,Master Protein,Q9P291,Armadillo repeat-containing X-linked protein 1 OS=Homo sapiens OX=9606 GN=ARMCX1 PE=1 SV=1,2,1,1,1,49.2,ARMCX1,189953.19,234722.36,111640.05,182205.94,107833.18,315198.56,195133.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,P56556,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 6 OS=Homo sapiens OX=9606 GN=NDUFA6 PE=1 SV=4,6,1,1,1,15.1,NDUFA6,,,,76720.29,88875.99,448396.09,112759.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Medium,Master Protein,Q0IIM8,TBC1 domain family member 8B OS=Homo sapiens OX=9606 GN=TBC1D8B PE=1 SV=2,1,1,1,1,128.6,TBC1D8B,,807069.88,125684.70,126407.40,116190.78,530279.81,134180.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,P12004,Proliferating cell nuclear antigen OS=Homo sapiens OX=9606 GN=PCNA PE=1 SV=1,5,1,1,1,28.8,PCNA,97545.02,1122474.13,801533.69,1105923.00,135478.61,2779025.00,1025331.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Medium,Master Protein,Q9UFW8,CGG triplet repeat-binding protein 1 OS=Homo sapiens OX=9606 GN=CGGBP1 PE=1 SV=2,5,1,1,1,18.8,CGGBP1,,223678.19,,,,248711.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Medium,Master Protein,P49406,"39S ribosomal protein L19, mitochondrial OS=Homo sapiens OX=9606 GN=MRPL19 PE=1 SV=2",3,1,1,1,33.5,MRPL19,,,65887.73,101067.91,,191041.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Medium,Master Protein,Q96IV0,Peptide-N(4)-(N-acetyl-beta-glucosaminyl)asparagine amidase OS=Homo sapiens OX=9606 GN=NGLY1 PE=1 SV=1,1,1,1,1,74.3,NGLY1,1987470.25,,,216459.14,,1539185.50,534085.06,66703.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q8TDW7,Protocadherin Fat 3 OS=Homo sapiens OX=9606 GN=FAT3 PE=2 SV=3,1,1,1,1,501.7,FAT3,,13833865.00,747267.06,435020.63,104708.81,2151318.50,550571.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q8WVB6,Chromosome transmission fidelity protein 18 homolog OS=Homo sapiens OX=9606 GN=CHTF18 PE=1 SV=1,1,1,1,1,107.3,CHTF18,,208591.13,,51688.11,,158912.45,81846.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Medium,Master Protein,Q12802,A-kinase anchor protein 13 OS=Homo sapiens OX=9606 GN=AKAP13 PE=1 SV=2,0,1,1,1,307.4,AKAP13,,274543.59,35683.05,47839.95,,154454.98,102776.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,O95168,NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 4 OS=Homo sapiens OX=9606 GN=NDUFB4 PE=1 SV=3,8,1,1,1,15.2,NDUFB4,223146.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q9BTC0,Death-inducer obliterator 1 OS=Homo sapiens OX=9606 GN=DIDO1 PE=1 SV=5,0,1,1,1,243.7,DIDO1,,,,160824.55,,,195338.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Low,Master Protein,Q8NF86,Serine protease 33 OS=Homo sapiens OX=9606 GN=PRSS33 PE=1 SV=3,3,1,1,1,29.8,PRSS33,6731219.00,12475347.00,3711724.00,5364521.50,3920143.50,11950082.00,10538093.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q86U42,Polyadenylate-binding protein 2 OS=Homo sapiens OX=9606 GN=PABPN1 PE=1 SV=3,4,1,1,1,32.7,PABPN1,,1464662.13,276482.72,334709.50,149899.81,,944961.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,P13797,Plastin-3 OS=Homo sapiens OX=9606 GN=PLS3 PE=1 SV=4,1,1,1,1,70.8,PLS3,,228558.80,36138.79,,84649.17,462747.19,131242.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Medium,Master Protein,Q9Y5A9,YTH domain-containing family protein 2 OS=Homo sapiens OX=9606 GN=YTHDF2 PE=1 SV=2,3,1,1,1,62.3,YTHDF2,130184.39,,,,,284474.75,162579.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Medium,Master Protein,Q7Z6E9,E3 ubiquitin-protein ligase RBBP6 OS=Homo sapiens OX=9606 GN=RBBP6 PE=1 SV=1,0,1,1,1,201.4,RBBP6,199894.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Low,Master Protein,P10599,Thioredoxin OS=Homo sapiens OX=9606 GN=TXN PE=1 SV=3,9,1,1,1,11.7,TXN,927308.19,1877067.00,709613.19,,,1301296.00,744363.88,4714966.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,O15504,Nucleoporin NUP42 OS=Homo sapiens OX=9606 GN=NUP42 PE=1 SV=1,3,1,1,1,44.8,NUP42,,,,,,,,101992.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q9Y4J8,Dystrobrevin alpha OS=Homo sapiens OX=9606 GN=DTNA PE=1 SV=2,2,1,1,1,83.8,DTNA,,,48050.39,130669.94,,273851.00,155014.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Medium,Master Protein,Q5DX21,Immunoglobulin superfamily member 11 OS=Homo sapiens OX=9606 GN=IGSF11 PE=1 SV=3,3,1,1,1,46.1,IGSF11,236737.09,,64901.58,,443122.38,354436.91,201958.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Medium,Master Protein,Q8IVL5,Prolyl 3-hydroxylase 2 OS=Homo sapiens OX=9606 GN=P3H2 PE=1 SV=1,1,1,1,1,80.9,P3H2,961664.94,,412394.59,,282212.53,1794598.38,488243.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,O00767,Stearoyl-CoA desaturase OS=Homo sapiens OX=9606 GN=SCD PE=1 SV=2,4,1,1,1,41.5,SCD,,162158.64,,,,236935.63,124359.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Low,Master Protein,Q8N6Q8,Probable methyltransferase-like protein 25 OS=Homo sapiens OX=9606 GN=METTL25 PE=2 SV=2,1,1,1,1,68.2,METTL25,,,494395.94,424194.66,,,,66874.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q14195,Dihydropyrimidinase-related protein 3 OS=Homo sapiens OX=9606 GN=DPYSL3 PE=1 SV=1,3,1,1,1,61.9,DPYSL3,109196.02,265446.03,66422.88,,,153680.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,P82930,"28S ribosomal protein S34, mitochondrial OS=Homo sapiens OX=9606 GN=MRPS34 PE=1 SV=2",4,1,1,1,25.6,MRPS34,,186101.56,,55440.88,,273603.38,60607.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q86VE9,Serine incorporator 5 OS=Homo sapiens OX=9606 GN=SERINC5 PE=2 SV=1,2,1,1,1,47,SERINC5,,177859.00,109223.82,,,270982.91,227646.00,47955.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Low,Master Protein,Q8N715,Coiled-coil domain-containing protein 185 OS=Homo sapiens OX=9606 GN=CCDC185 PE=1 SV=2,2,1,1,1,72.3,CCDC185,,109291.45,,,,287986.78,218425.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q8N567,Zinc finger CCHC domain-containing protein 9 OS=Homo sapiens OX=9606 GN=ZCCHC9 PE=1 SV=2,4,1,1,1,30.5,ZCCHC9,388866.44,697628.25,168826.03,,,,,201441.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,O75934,Pre-mRNA-splicing factor SPF27 OS=Homo sapiens OX=9606 GN=BCAS2 PE=1 SV=1,6,1,1,1,26.1,BCAS2,,,151759.70,110850.09,,571322.19,110956.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,A5A3E0,POTE ankyrin domain family member F OS=Homo sapiens OX=9606 GN=POTEF PE=1 SV=2,11,8,446,1,121.4,POTEF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,P35749,Myosin-11 OS=Homo sapiens OX=9606 GN=MYH11 PE=1 SV=3,13,27,389,1,227.2,MYH11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,P0CG38,POTE ankyrin domain family member I OS=Homo sapiens OX=9606 GN=POTEI PE=3 SV=1,11,8,274,1,121.2,POTEI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,P22492,Histone H1t OS=Homo sapiens OX=9606 GN=H1-6 PE=2 SV=4,18,6,60,1,22,H1-6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,P51116,RNA-binding protein FXR2 OS=Homo sapiens OX=9606 GN=FXR2 PE=1 SV=2,8,4,20,2,74.2,FXR2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q04917,14-3-3 protein eta OS=Homo sapiens OX=9606 GN=YWHAH PE=1 SV=4,12,3,17,1,28.2,YWHAH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q15286,Ras-related protein Rab-35 OS=Homo sapiens OX=9606 GN=RAB35 PE=1 SV=1,18,3,15,1,23,RAB35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,P63096,Guanine nucleotide-binding protein G(i) subunit alpha-1 OS=Homo sapiens OX=9606 GN=GNAI1 PE=1 SV=2,13,4,15,1,40.3,GNAI1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q71UM5,40S ribosomal protein S27-like OS=Homo sapiens OX=9606 GN=RPS27L PE=1 SV=3,29,2,10,1,9.5,RPS27L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,P40938,Replication factor C subunit 3 OS=Homo sapiens OX=9606 GN=RFC3 PE=1 SV=2,11,3,7,3,40.5,RFC3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q8IYJ2,"Uncharacterized protein C10orf67, mitochondrial OS=Homo sapiens OX=9606 GN=C10orf67 PE=1 SV=3",2,1,6,1,63.6,C10orf67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q92620,Pre-mRNA-splicing factor ATP-dependent RNA helicase PRP16 OS=Homo sapiens OX=9606 GN=DHX38 PE=1 SV=2,3,3,4,3,140.4,DHX38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,P61619,Protein transport protein Sec61 subunit alpha isoform 1 OS=Homo sapiens OX=9606 GN=SEC61A1 PE=1 SV=2,8,4,4,4,52.2,SEC61A1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q9Y4P3,Transducin beta-like protein 2 OS=Homo sapiens OX=9606 GN=TBL2 PE=1 SV=1,6,2,4,2,49.8,TBL2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,O75525,"KH domain-containing, RNA-binding, signal transduction-associated protein 3 OS=Homo sapiens OX=9606 GN=KHDRBS3 PE=1 SV=1",7,3,4,1,38.8,KHDRBS3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q13427,Peptidyl-prolyl cis-trans isomerase G OS=Homo sapiens OX=9606 GN=PPIG PE=1 SV=2,4,2,4,2,88.6,PPIG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q9Y3L5,Ras-related protein Rap-2c OS=Homo sapiens OX=9606 GN=RAP2C PE=1 SV=1,11,2,4,1,20.7,RAP2C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q5VYK3,Proteasome adapter and scaffold protein ECM29 OS=Homo sapiens OX=9606 GN=ECPAS PE=1 SV=2,2,3,4,3,204.2,ECPAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Medium,Master Protein,Q9NZT1,Calmodulin-like protein 5 OS=Homo sapiens OX=9606 GN=CALML5 PE=1 SV=2,5,1,4,1,15.9,CALML5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q13464,Rho-associated protein kinase 1 OS=Homo sapiens OX=9606 GN=ROCK1 PE=1 SV=1,1,2,4,2,158.1,ROCK1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q9H0U3,Magnesium transporter protein 1 OS=Homo sapiens OX=9606 GN=MAGT1 PE=1 SV=1,3,1,3,1,38,MAGT1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q8WVC0,RNA polymerase-associated protein LEO1 OS=Homo sapiens OX=9606 GN=LEO1 PE=1 SV=1,2,1,3,1,75.4,LEO1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q99615,DnaJ homolog subfamily C member 7 OS=Homo sapiens OX=9606 GN=DNAJC7 PE=1 SV=2,4,2,3,2,56.4,DNAJC7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Medium,Master Protein,O60290,Zinc finger protein 862 OS=Homo sapiens OX=9606 GN=ZNF862 PE=2 SV=2,1,1,3,1,131.6,ZNF862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Medium,Master Protein,Q6PI26,Protein SHQ1 homolog OS=Homo sapiens OX=9606 GN=SHQ1 PE=1 SV=2,1,1,3,1,65.1,SHQ1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Low,Master Protein,P09543,"2',3'-cyclic-nucleotide 3'-phosphodiesterase OS=Homo sapiens OX=9606 GN=CNP PE=1 SV=2",2,1,3,1,47.5,CNP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,O43402,ER membrane protein complex subunit 8 OS=Homo sapiens OX=9606 GN=EMC8 PE=1 SV=1,4,1,3,1,23.8,EMC8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q8TB61,Adenosine 3'-phospho 5'-phosphosulfate transporter 1 OS=Homo sapiens OX=9606 GN=SLC35B2 PE=1 SV=1,3,1,3,1,47.5,SLC35B2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Medium,Master Protein,A8K8P3,Protein SFI1 homolog OS=Homo sapiens OX=9606 GN=SFI1 PE=1 SV=2,1,1,3,1,147.6,SFI1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Medium,Master Protein,P31939,Bifunctional purine biosynthesis protein ATIC OS=Homo sapiens OX=9606 GN=ATIC PE=1 SV=3,4,1,3,1,64.6,ATIC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q8N6R0,eEF1A lysine and N-terminal methyltransferase OS=Homo sapiens OX=9606 GN=METTL13 PE=1 SV=1,1,1,3,1,78.7,METTL13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,O75122,CLIP-associating protein 2 OS=Homo sapiens OX=9606 GN=CLASP2 PE=1 SV=3,2,3,3,2,141,CLASP2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q9UBB9,Tuftelin-interacting protein 11 OS=Homo sapiens OX=9606 GN=TFIP11 PE=1 SV=1,1,1,3,1,96.8,TFIP11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q9NVH2,Integrator complex subunit 7 OS=Homo sapiens OX=9606 GN=INTS7 PE=1 SV=1,2,2,3,2,106.8,INTS7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Medium,Master Protein,P27695,DNA-(apurinic or apyrimidinic site) endonuclease OS=Homo sapiens OX=9606 GN=APEX1 PE=1 SV=2,3,1,2,1,35.5,APEX1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Low,Master Protein,Q8IZT6,Abnormal spindle-like microcephaly-associated protein OS=Homo sapiens OX=9606 GN=ASPM PE=1 SV=2,0,1,2,1,409.5,ASPM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q8NBM4,Ubiquitin-associated domain-containing protein 2 OS=Homo sapiens OX=9606 GN=UBAC2 PE=1 SV=1,3,1,2,1,38.9,UBAC2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q13315,Serine-protein kinase ATM OS=Homo sapiens OX=9606 GN=ATM PE=1 SV=4,1,2,2,2,350.5,ATM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,O00443,Phosphatidylinositol 4-phosphate 3-kinase C2 domain-containing subunit alpha OS=Homo sapiens OX=9606 GN=PIK3C2A PE=1 SV=2,1,2,2,2,190.6,PIK3C2A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q9H4L7,SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A containing DEAD/H box 1 OS=Homo sapiens OX=9606 GN=SMARCAD1 PE=1 SV=2,1,1,2,1,117.3,SMARCAD1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Medium,Master Protein,Q9BV73,Centrosome-associated protein CEP250 OS=Homo sapiens OX=9606 GN=CEP250 PE=1 SV=2,0,1,2,1,281,CEP250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q8N163,Cell cycle and apoptosis regulator protein 2 OS=Homo sapiens OX=9606 GN=CCAR2 PE=1 SV=2,3,2,2,2,102.8,CCAR2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q8IUH3,RNA-binding protein 45 OS=Homo sapiens OX=9606 GN=RBM45 PE=1 SV=1,2,1,2,1,53.5,RBM45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Low,Master Protein,Q9NVC3,Putative sodium-coupled neutral amino acid transporter 7 OS=Homo sapiens OX=9606 GN=SLC38A7 PE=1 SV=1,3,1,2,1,49.9,SLC38A7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Medium,Master Protein,O75795,UDP-glucuronosyltransferase 2B17 OS=Homo sapiens OX=9606 GN=UGT2B17 PE=1 SV=1,1,1,2,1,61.1,UGT2B17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,P52756,RNA-binding protein 5 OS=Homo sapiens OX=9606 GN=RBM5 PE=1 SV=2,1,1,2,1,92.1,RBM5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q9UBL3,Set1/Ash2 histone methyltransferase complex subunit ASH2 OS=Homo sapiens OX=9606 GN=ASH2L PE=1 SV=1,2,1,2,1,68.7,ASH2L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Medium,Master Protein,Q9NRL2,Bromodomain adjacent to zinc finger domain protein 1A OS=Homo sapiens OX=9606 GN=BAZ1A PE=1 SV=2,1,1,2,1,178.6,BAZ1A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q9UI12,V-type proton ATPase subunit H OS=Homo sapiens OX=9606 GN=ATP6V1H PE=1 SV=1,2,1,2,1,55.8,ATP6V1H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Medium,Master Protein,Q14145,Kelch-like ECH-associated protein 1 OS=Homo sapiens OX=9606 GN=KEAP1 PE=1 SV=2,2,1,2,1,69.6,KEAP1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,P49458,Signal recognition particle 9 kDa protein OS=Homo sapiens OX=9606 GN=SRP9 PE=1 SV=2,19,2,2,2,10.1,SRP9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Medium,Master Protein,Q70EL1,Inactive ubiquitin carboxyl-terminal hydrolase 54 OS=Homo sapiens OX=9606 GN=USP54 PE=1 SV=4,0,1,2,1,187.3,USP54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q9Y520,Protein PRRC2C OS=Homo sapiens OX=9606 GN=PRRC2C PE=1 SV=4,1,2,2,2,316.7,PRRC2C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Medium,Master Protein,O43150,"Arf-GAP with SH3 domain, ANK repeat and PH domain-containing protein 2 OS=Homo sapiens OX=9606 GN=ASAP2 PE=1 SV=3",1,1,2,1,111.6,ASAP2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q14527,Helicase-like transcription factor OS=Homo sapiens OX=9606 GN=HLTF PE=1 SV=2,2,2,2,2,113.9,HLTF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q99442,Translocation protein SEC62 OS=Homo sapiens OX=9606 GN=SEC62 PE=1 SV=1,2,1,2,1,45.8,SEC62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,P48681,Nestin OS=Homo sapiens OX=9606 GN=NES PE=1 SV=2,0,1,2,1,177.3,NES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,O60583,Cyclin-T2 OS=Homo sapiens OX=9606 GN=CCNT2 PE=1 SV=2,2,1,2,1,81,CCNT2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q9HCE3,Zinc finger protein 532 OS=Homo sapiens OX=9606 GN=ZNF532 PE=1 SV=2,2,2,2,2,141.6,ZNF532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q9Y262,Eukaryotic translation initiation factor 3 subunit L OS=Homo sapiens OX=9606 GN=EIF3L PE=1 SV=1,4,2,2,2,66.7,EIF3L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,C9JN71,Zinc finger protein 878 OS=Homo sapiens OX=9606 GN=ZNF878 PE=3 SV=2,3,2,2,1,61.5,ZNF878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Low,Master Protein,Q96SZ4,Zinc finger and SCAN domain-containing protein 10 OS=Homo sapiens OX=9606 GN=ZSCAN10 PE=1 SV=1,1,1,2,1,80.3,ZSCAN10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,P08123,Collagen alpha-2(I) chain OS=Homo sapiens OX=9606 GN=COL1A2 PE=1 SV=7,2,2,2,2,129.2,COL1A2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q02218,2-oxoglutarate dehydrogenase complex component E1 OS=Homo sapiens OX=9606 GN=OGDH PE=1 SV=3,2,2,2,2,115.9,OGDH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
